port,country,locode,lat,lon,rank,global_trade,port_url,port_in_vessels_graph,Port_arrivals_and_departures_graph,container_trade_graph,map
GARSTON,UK,GB GTN,53.3494,-2.9024,1155,0,https://www.econdb.com/maritime/ports/async/GB GTN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB GTN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB GTN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB GTN,https://www.econdb.com/maritime/search/?ab=53.299400000000006%2C-2.9524%2C53.3994%2C-2.8524000000000003&center=53.3494%2C-2.9024
Nyborg,DK,DK NBG,55.3167,10.8,1156,0,https://www.econdb.com/maritime/ports/async/DK NBG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DK NBG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DK NBG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DK NBG,https://www.econdb.com/maritime/search/?ab=55.2667%2C10.75%2C55.366699999999994%2C10.850000000000001&center=55.3167%2C10.8
Sarnia,CA,CA SNI,42.9833,-82.4167,1157,0,https://www.econdb.com/maritime/ports/async/CA SNI/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA SNI,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA SNI,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA SNI,https://www.econdb.com/maritime/search/?ab=42.9333%2C-82.4667%2C43.0333%2C-82.36670000000001&center=42.9833%2C-82.4167
Natal,BR,BR NAT,-5.78333,-35.2,1158,0,https://www.econdb.com/maritime/ports/async/BR NAT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BR NAT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BR NAT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BR NAT,https://www.econdb.com/maritime/search/?ab=-5.83333%2C-35.25%2C-5.7333300000000005%2C-35.150000000000006&center=-5.78333%2C-35.2
Al Basrah,IQ,IQ BSR,30.5167,47.8333,1160,0,https://www.econdb.com/maritime/ports/async/IQ BSR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IQ BSR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IQ BSR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IQ BSR,https://www.econdb.com/maritime/search/?ab=30.4667%2C47.783300000000004%2C30.5667%2C47.8833&center=30.5167%2C47.8333
Rade De Cherbourg,FR,FR CER,49.65,-1.63333,1162,0,https://www.econdb.com/maritime/ports/async/FR CER/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FR CER,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FR CER,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FR CER,https://www.econdb.com/maritime/search/?ab=49.6%2C-1.68333%2C49.699999999999996%2C-1.58333&center=49.65%2C-1.63333
Eregli,TR,TR ERE,41.3,31.45,1164,0,https://www.econdb.com/maritime/ports/async/TR ERE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR ERE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR ERE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR ERE,https://www.econdb.com/maritime/search/?ab=41.25%2C31.4%2C41.349999999999994%2C31.5&center=41.3%2C31.45
Aagotnes,NO,NO AGO,60.4039,5.01051,1166,0,https://www.econdb.com/maritime/ports/async/NO AGO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NO AGO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NO AGO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NO AGO,https://www.econdb.com/maritime/search/?ab=60.3539%2C4.96051%2C60.4539%2C5.06051&center=60.4039%2C5.01051
Astoria,US,US AST,46.2,-123.833,1167,0,https://www.econdb.com/maritime/ports/async/US AST/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US AST,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US AST,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US AST,https://www.econdb.com/maritime/search/?ab=46.150000000000006%2C-123.883%2C46.25%2C-123.783&center=46.2%2C-123.833
Bunbury,AU,AU BUY,-33.3167,115.633,1168,0,https://www.econdb.com/maritime/ports/async/AU BUY/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AU BUY,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AU BUY,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AU BUY,https://www.econdb.com/maritime/search/?ab=-33.366699999999994%2C115.583%2C-33.2667%2C115.68299999999999&center=-33.3167%2C115.633
Phu My,VN,VN PHU,10.5833,107.033,1170,0,https://www.econdb.com/maritime/ports/async/VN PHU/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=VN PHU,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=VN PHU,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=VN PHU,https://www.econdb.com/maritime/search/?ab=10.533299999999999%2C106.983%2C10.6333%2C107.083&center=10.5833%2C107.033
Camden,US,US CDE,39.95,-75.1333,1171,0,https://www.econdb.com/maritime/ports/async/US CDE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US CDE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US CDE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US CDE,https://www.econdb.com/maritime/search/?ab=39.900000000000006%2C-75.1833%2C40.0%2C-75.08330000000001&center=39.95%2C-75.1333
Fecamp,FR,FR FEC,49.7667,0.366667,1172,0,https://www.econdb.com/maritime/ports/async/FR FEC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FR FEC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FR FEC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FR FEC,https://www.econdb.com/maritime/search/?ab=49.7167%2C0.31666700000000003%2C49.8167%2C0.416667&center=49.7667%2C0.366667
GUARANAO,VE,VE GUB,11.6713,-70.2141,1173,0,https://www.econdb.com/maritime/ports/async/VE GUB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=VE GUB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=VE GUB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=VE GUB,https://www.econdb.com/maritime/search/?ab=11.6213%2C-70.2641%2C11.721300000000001%2C-70.1641&center=11.6713%2C-70.2141
Trabzon,TR,TR TZX,41.0167,39.7667,1175,0,https://www.econdb.com/maritime/ports/async/TR TZX/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR TZX,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR TZX,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR TZX,https://www.econdb.com/maritime/search/?ab=40.9667%2C39.7167%2C41.0667%2C39.8167&center=41.0167%2C39.7667
Deepwater Point,US,US DPW,39.7,-75.5167,1179,0,https://www.econdb.com/maritime/ports/async/US DPW/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US DPW,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US DPW,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US DPW,https://www.econdb.com/maritime/search/?ab=39.650000000000006%2C-75.5667%2C39.75%2C-75.4667&center=39.7%2C-75.5167
Porto Marghera,IT,IT GHE,45.462,12.2172,1180,0,https://www.econdb.com/maritime/ports/async/IT GHE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT GHE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT GHE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT GHE,https://www.econdb.com/maritime/search/?ab=45.412000000000006%2C12.1672%2C45.512%2C12.2672&center=45.462%2C12.2172
Victoria Harbor,CA,CA VIC,48.4333,-123.383,1181,0,https://www.econdb.com/maritime/ports/async/CA VIC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA VIC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA VIC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA VIC,https://www.econdb.com/maritime/search/?ab=48.383300000000006%2C-123.43299999999999%2C48.4833%2C-123.333&center=48.4333%2C-123.383
Chornomors Ke,UA,UA ILK,45.5167,32.7,1182,0,https://www.econdb.com/maritime/ports/async/UA ILK/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=UA ILK,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=UA ILK,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=UA ILK,https://www.econdb.com/maritime/search/?ab=45.4667%2C32.650000000000006%2C45.5667%2C32.75&center=45.5167%2C32.7
Lorient,FR,FR LRT,47.75,-3.35,1183,0,https://www.econdb.com/maritime/ports/async/FR LRT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FR LRT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FR LRT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FR LRT,https://www.econdb.com/maritime/search/?ab=47.7%2C-3.4%2C47.8%2C-3.3000000000000003&center=47.75%2C-3.35
Megara Oil Terminal,GR,GR MGR,37.9667,23.4,1186,0,https://www.econdb.com/maritime/ports/async/GR MGR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GR MGR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GR MGR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GR MGR,https://www.econdb.com/maritime/search/?ab=37.916700000000006%2C23.349999999999998%2C38.0167%2C23.45&center=37.9667%2C23.4
Lavrio,GR,GR LAV,37.7,24.0667,1187,0,https://www.econdb.com/maritime/ports/async/GR LAV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GR LAV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GR LAV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GR LAV,https://www.econdb.com/maritime/search/?ab=37.650000000000006%2C24.0167%2C37.75%2C24.1167&center=37.7%2C24.0667
Itaqui,BR,BR ITQ,-29.135,-56.5476,1190,0,https://www.econdb.com/maritime/ports/async/BR ITQ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BR ITQ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BR ITQ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BR ITQ,https://www.econdb.com/maritime/search/?ab=-29.185000000000002%2C-56.5976%2C-29.085%2C-56.497600000000006&center=-29.135%2C-56.5476
Bermeo,ES,ES BRM,43.4167,-2.71667,1192,0,https://www.econdb.com/maritime/ports/async/ES BRM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ES BRM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ES BRM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ES BRM,https://www.econdb.com/maritime/search/?ab=43.3667%2C-2.76667%2C43.466699999999996%2C-2.6666700000000003&center=43.4167%2C-2.71667
Knarrevik,NO,NO KRV,60.3738,5.15781,1193,0,https://www.econdb.com/maritime/ports/async/NO KRV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NO KRV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NO KRV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NO KRV,https://www.econdb.com/maritime/search/?ab=60.323800000000006%2C5.10781%2C60.4238%2C5.207809999999999&center=60.3738%2C5.15781
Londonderry,UK,GB LDY,55,-7.31667,1194,0,https://www.econdb.com/maritime/ports/async/GB LDY/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB LDY,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB LDY,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB LDY,https://www.econdb.com/maritime/search/?ab=54.95%2C-7.36667%2C55.05%2C-7.26667&center=55.0%2C-7.31667
Thursday Island,AU,AU TIS,-10.5833,142.217,1197,0,https://www.econdb.com/maritime/ports/async/AU TIS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AU TIS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AU TIS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AU TIS,https://www.econdb.com/maritime/search/?ab=-10.6333%2C142.167%2C-10.533299999999999%2C142.26700000000002&center=-10.5833%2C142.217
Sattahip,TH,TH SAT,12.6167,100.917,1200,0,https://www.econdb.com/maritime/ports/async/TH SAT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TH SAT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TH SAT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TH SAT,https://www.econdb.com/maritime/search/?ab=12.566699999999999%2C100.867%2C12.6667%2C100.967&center=12.6167%2C100.917
Wuhu,CN,CN WHI,31.3525,118.433,1201,0,https://www.econdb.com/maritime/ports/async/CN WHI/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN WHI,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN WHI,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN WHI,https://www.econdb.com/maritime/search/?ab=31.3025%2C118.38300000000001%2C31.4025%2C118.483&center=31.3525%2C118.433
Shimonoseki,JP,JP SHS,33.9333,130.933,1202,0,https://www.econdb.com/maritime/ports/async/JP SHS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP SHS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP SHS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP SHS,https://www.econdb.com/maritime/search/?ab=33.883300000000006%2C130.88299999999998%2C33.9833%2C130.983&center=33.9333%2C130.933
Roseau,DM,DM RSU,15.3,-61.4,1203,0,https://www.econdb.com/maritime/ports/async/DM RSU/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DM RSU,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DM RSU,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DM RSU,https://www.econdb.com/maritime/search/?ab=15.25%2C-61.449999999999996%2C15.350000000000001%2C-61.35&center=15.3%2C-61.4
Fernandina Beach,US,US FEB,30.6833,-81.4667,1204,0,https://www.econdb.com/maritime/ports/async/US FEB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US FEB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US FEB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US FEB,https://www.econdb.com/maritime/search/?ab=30.6333%2C-81.5167%2C30.7333%2C-81.4167&center=30.6833%2C-81.4667
Sidi Kerir (Kurayr),EG,EG SKT,31.1,29.6167,1205,0,https://www.econdb.com/maritime/ports/async/EG SKT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=EG SKT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=EG SKT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=EG SKT,https://www.econdb.com/maritime/search/?ab=31.05%2C29.5667%2C31.150000000000002%2C29.666700000000002&center=31.1%2C29.6167
Bahia Quintero (Ventanas),CL,CL QTV,-32.7667,-71.5333,1207,0,https://www.econdb.com/maritime/ports/async/CL QTV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CL QTV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CL QTV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CL QTV,https://www.econdb.com/maritime/search/?ab=-32.8167%2C-71.5833%2C-32.7167%2C-71.4833&center=-32.7667%2C-71.5333
Kitimat,CA,CA KTM,54,-128.683,1210,0,https://www.econdb.com/maritime/ports/async/CA KTM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA KTM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA KTM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA KTM,https://www.econdb.com/maritime/search/?ab=53.95%2C-128.733%2C54.05%2C-128.63299999999998&center=54.0%2C-128.683
Panama City,US,US PFN,30.1333,-85.65,1212,0,https://www.econdb.com/maritime/ports/async/US PFN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US PFN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US PFN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US PFN,https://www.econdb.com/maritime/search/?ab=30.083299999999998%2C-85.7%2C30.1833%2C-85.60000000000001&center=30.1333%2C-85.65
Burlington,US,US BUH,40.0833,-74.8667,1213,0,https://www.econdb.com/maritime/ports/async/US BUH/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US BUH,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US BUH,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US BUH,https://www.econdb.com/maritime/search/?ab=40.033300000000004%2C-74.91669999999999%2C40.1333%2C-74.8167&center=40.0833%2C-74.8667
Whitehall,UK,GB WHL,59.1333,-2.6,1214,0,https://www.econdb.com/maritime/ports/async/GB WHL/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB WHL,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB WHL,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB WHL,https://www.econdb.com/maritime/search/?ab=59.0833%2C-2.65%2C59.183299999999996%2C-2.5500000000000003&center=59.1333%2C-2.6
Lawi Lawi Oil Terminal,ID,ID LLA,-1.45,116.767,1216,0,https://www.econdb.com/maritime/ports/async/ID LLA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ID LLA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ID LLA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ID LLA,https://www.econdb.com/maritime/search/?ab=-1.5%2C116.717%2C-1.4%2C116.817&center=-1.45%2C116.767
Hitachi,JP,JP HTC,36.5,140.633,1218,0,https://www.econdb.com/maritime/ports/async/JP HTC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP HTC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP HTC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP HTC,https://www.econdb.com/maritime/search/?ab=36.45%2C140.583%2C36.55%2C140.68300000000002&center=36.5%2C140.633
Jiaxing,CN,CN JAX,30.7539,120.759,1219,0,https://www.econdb.com/maritime/ports/async/CN JAX/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN JAX,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN JAX,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN JAX,https://www.econdb.com/maritime/search/?ab=30.7039%2C120.709%2C30.803900000000002%2C120.809&center=30.7539%2C120.759
Toliara,MG,MG TLE,-23.3667,43.6667,1220,0,https://www.econdb.com/maritime/ports/async/MG TLE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=MG TLE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=MG TLE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=MG TLE,https://www.econdb.com/maritime/search/?ab=-23.416700000000002%2C43.6167%2C-23.3167%2C43.716699999999996&center=-23.3667%2C43.6667
Valdottavo,IT,IT VDT,43.56,10.28,1224,0,https://www.econdb.com/maritime/ports/async/IT VDT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT VDT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT VDT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT VDT,https://www.econdb.com/maritime/search/?ab=43.510000000000005%2C10.229999999999999%2C43.61%2C10.33&center=43.56%2C10.28
Rabaul,PG,PG RAB,-4.2,152.183,1225,0,https://www.econdb.com/maritime/ports/async/PG RAB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PG RAB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PG RAB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PG RAB,https://www.econdb.com/maritime/search/?ab=-4.25%2C152.13299999999998%2C-4.15%2C152.233&center=-4.2%2C152.183
Jebel Dhanna,AE,AE JED,24.1351,52.619,1226,0,https://www.econdb.com/maritime/ports/async/AE JED/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AE JED,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AE JED,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AE JED,https://www.econdb.com/maritime/search/?ab=24.0851%2C52.569%2C24.185100000000002%2C52.669&center=24.1351%2C52.619
Port Alma,AU,AU PTL,-23.5833,150.85,1227,0,https://www.econdb.com/maritime/ports/async/AU PTL/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AU PTL,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AU PTL,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AU PTL,https://www.econdb.com/maritime/search/?ab=-23.633300000000002%2C150.79999999999998%2C-23.5333%2C150.9&center=-23.5833%2C150.85
Porvoo,FI,FI PRV,60.3,25.6333,1228,0,https://www.econdb.com/maritime/ports/async/FI PRV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FI PRV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FI PRV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FI PRV,https://www.econdb.com/maritime/search/?ab=60.25%2C25.583299999999998%2C60.349999999999994%2C25.6833&center=60.3%2C25.6333
Quarto d'Altino,IT,IT QTA,45.34,12.22,1229,0,https://www.econdb.com/maritime/ports/async/IT QTA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT QTA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT QTA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT QTA,https://www.econdb.com/maritime/search/?ab=45.290000000000006%2C12.17%2C45.39%2C12.270000000000001&center=45.34%2C12.22
Arzew,DZ,DZ AZW,35.85,-0.3,1230,0,https://www.econdb.com/maritime/ports/async/DZ AZW/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DZ AZW,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DZ AZW,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DZ AZW,https://www.econdb.com/maritime/search/?ab=35.800000000000004%2C-0.35%2C35.9%2C-0.25&center=35.85%2C-0.3
Tynemouth,UK,GB TYM,55,-1.4,1231,0,https://www.econdb.com/maritime/ports/async/GB TYM/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB TYM,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB TYM,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB TYM,https://www.econdb.com/maritime/search/?ab=54.95%2C-1.45%2C55.05%2C-1.3499999999999999&center=55.0%2C-1.4
Port Neches,US,US PON,30,-93.95,1232,0,https://www.econdb.com/maritime/ports/async/US PON/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US PON,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US PON,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US PON,https://www.econdb.com/maritime/search/?ab=29.95%2C-94.0%2C30.05%2C-93.9&center=30.0%2C-93.95
Naestved,DK,DK NVD,55.2333,11.75,1233,0,https://www.econdb.com/maritime/ports/async/DK NVD/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DK NVD,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DK NVD,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DK NVD,https://www.econdb.com/maritime/search/?ab=55.1833%2C11.7%2C55.2833%2C11.8&center=55.2333%2C11.75
São Luís,BR,BR SLZ,-2.3,-44.18,1234,0,https://www.econdb.com/maritime/ports/async/BR SLZ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BR SLZ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BR SLZ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BR SLZ,https://www.econdb.com/maritime/search/?ab=-2.3499999999999996%2C-44.23%2C-2.25%2C-44.13&center=-2.3%2C-44.18
Shenzhen,CN,CN SZX,22.5429,114.06,1235,0,https://www.econdb.com/maritime/ports/async/CN SZX/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN SZX,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN SZX,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN SZX,https://www.econdb.com/maritime/search/?ab=22.4929%2C114.01%2C22.5929%2C114.11&center=22.5429%2C114.06
Davisville Depot,US,US DVV,41.6167,-71.4,1236,0,https://www.econdb.com/maritime/ports/async/US DVV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US DVV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US DVV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US DVV,https://www.econdb.com/maritime/search/?ab=41.566700000000004%2C-71.45%2C41.6667%2C-71.35000000000001&center=41.6167%2C-71.4
Le Legue,FR,FR LLG,48.5333,-2.75,1238,0,https://www.econdb.com/maritime/ports/async/FR LLG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FR LLG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FR LLG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FR LLG,https://www.econdb.com/maritime/search/?ab=48.4833%2C-2.8%2C48.583299999999994%2C-2.7&center=48.5333%2C-2.75
